sample_index,timestamp_unix,elapsed_seconds,raw_value,voltage
327,1782079210.4555962,0.164207,1245,1.5198
328,1782079210.456091,0.164701,1247,1.5222
329,1782079210.4565353,0.165146,1248,1.5234
330,1782079210.4570386,0.165649,1246,1.5210
331,1782079210.4578726,0.166483,1245,1.5198
332,1782079210.458016,0.166626,1249,1.5247
333,1782079210.45856,0.167171,1247,1.5222
334,1782079210.4617598,0.170370,1250,1.5259
335,1782079210.466866,0.175477,1248,1.5234
336,1782079210.466915,0.175525,1250,1.5259
337,1782079210.4673738,0.175984,1250,1.5259
338,1782079210.467408,0.176018,1251,1.5271
339,1782079210.4678311,0.176442,1248,1.5234
340,1782079210.4678602,0.176471,1255,1.5320
341,1782079210.468271,0.176882,1249,1.5247
342,1782079210.4682972,0.176908,1257,1.5344
343,1782079210.4683173,0.176928,1256,1.5332
344,1782079210.4683368,0.176947,1255,1.5320
345,1782079210.4684472,0.177058,1258,1.5356
346,1782079210.469059,0.177670,1259,1.5369
347,1782079210.4695585,0.178169,1256,1.5332
348,1782079210.4695916,0.178202,1257,1.5344
349,1782079210.4696147,0.178225,1256,1.5332
350,1782079210.4728765,0.181487,1258,1.5356
351,1782079210.4729576,0.181568,1256,1.5332
352,1782079210.4730065,0.181617,1252,1.5283
353,1782079210.4730575,0.181668,1253,1.5295
354,1782079210.4731088,0.181719,1249,1.5247
355,1782079210.4731467,0.181757,1247,1.5222
356,1782079210.4731827,0.181793,1246,1.5210
357,1782079210.4732108,0.181821,1242,1.5161
358,1782079210.4732606,0.181871,1242,1.5161
359,1782079210.476252,0.184863,1239,1.5125
360,1782079210.4764152,0.185026,1238,1.5112
361,1782079210.4765341,0.185145,1234,1.5063
362,1782079210.477712,0.186322,1230,1.5015
363,1782079210.4778159,0.186426,1230,1.5015
364,1782079210.4779048,0.186515,1230,1.5015
365,1782079210.4779603,0.186571,1225,1.4954
366,1782079210.478023,0.186634,1230,1.5015
367,1782079210.4791796,0.187790,1226,1.4966
368,1782079210.4793184,0.187929,1223,1.4929
369,1782079210.4806402,0.189251,1220,1.4893
370,1782079210.4807684,0.189379,1221,1.4905
371,1782079210.480844,0.189455,1221,1.4905
372,1782079210.4809067,0.189517,1215,1.4832
373,1782079210.4818738,0.190484,1218,1.4868
374,1782079210.4819422,0.190553,1216,1.4844
375,1782079210.4820068,0.190617,1216,1.4844
376,1782079210.482066,0.190676,1213,1.4807
377,1782079210.4826849,0.191295,1213,1.4807
378,1782079210.4827673,0.191378,1213,1.4807
379,1782079210.4828198,0.191430,1216,1.4844
380,1782079210.4828587,0.191469,1216,1.4844
381,1782079210.4828968,0.191507,1215,1.4832
382,1782079210.4834838,0.192094,1221,1.4905
383,1782079210.4835553,0.192166,1225,1.4954
384,1782079210.484165,0.192775,1226,1.4966
385,1782079210.4888473,0.197458,1225,1.4954
386,1782079210.4889758,0.197586,1234,1.5063
387,1782079210.489022,0.197633,1234,1.5063
388,1782079210.4890707,0.197681,1236,1.5088
389,1782079210.4891107,0.197721,1235,1.5076
390,1782079210.4891536,0.197764,1230,1.5015
391,1782079210.4891908,0.197801,1233,1.5051
392,1782079210.4892323,0.197843,1234,1.5063
393,1782079210.4892666,0.197877,1229,1.5002
394,1782079210.4893384,0.197949,1230,1.5015
395,1782079210.4895778,0.198188,1225,1.4954
396,1782079210.4904325,0.199043,1221,1.4905
397,1782079210.4914534,0.200064,1223,1.4929
398,1782079210.4915118,0.200122,1214,1.4819
399,1782079210.49157,0.200181,1215,1.4832
400,1782079210.492089,0.200700,1211,1.4783
401,1782079210.4927688,0.201379,1215,1.4832
402,1782079210.4930646,0.201675,1207,1.4734
403,1782079210.4935937,0.202204,1205,1.4709
404,1782079210.494103,0.202713,1205,1.4709
405,1782079210.49459,0.203201,1205,1.4709
406,1782079210.4951072,0.203718,1202,1.4673
407,1782079210.4955926,0.204203,1202,1.4673
408,1782079210.49612,0.204731,1197,1.4612
409,1782079210.4965956,0.205206,1197,1.4612
410,1782079210.4971209,0.205731,1193,1.4563
411,1782079210.4975898,0.206200,1198,1.4624
412,1782079210.4981015,0.206712,1196,1.4600
413,1782079210.498657,0.207268,1197,1.4612
414,1782079210.4991205,0.207731,1192,1.4551
415,1782079210.4996533,0.208264,1193,1.4563
416,1782079210.5001078,0.208718,1195,1.4587
417,1782079210.5006347,0.209245,1190,1.4526
418,1782079210.501147,0.209758,1194,1.4575
419,1782079210.50178,0.210391,1192,1.4551
420,1782079210.5020878,0.210698,1196,1.4600
421,1782079210.5026143,0.211225,1198,1.4624
422,1782079210.51135,0.219960,1192,1.4551
423,1782079210.5114458,0.220056,1196,1.4600
424,1782079210.5119052,0.220516,1196,1.4600
425,1782079210.5119393,0.220550,1199,1.4636
426,1782079210.512344,0.220954,1198,1.4624
427,1782079210.5130272,0.221638,1201,1.4661
428,1782079210.5130944,0.221705,1203,1.4685
429,1782079210.513657,0.222268,1207,1.4734
430,1782079210.5141783,0.222789,1203,1.4685
431,1782079210.5142121,0.222823,1209,1.4758
432,1782079210.516438,0.225049,1212,1.4795
433,1782079210.5164747,0.225085,1214,1.4819
